doc,query,pq_q_recall,pq_q_ap,q_weight_perc,pq_q_results_jacc,pq_q_results_cosine,pq_results_ap,q_results_ap,pq_results_prec,q_results_prec
AP890311-0159,167,0.0625,0.012987012987012986,0.07352941176470588,0.0,0.9882981594036596,0.0,0.030000000000000002,0.0,0.3
AP890311-0159,187,0.0,0.0,0.0,0.0,0.9896745173815884,0.0022675736961451248,0.0060090702947845805,0.1,0.3
AP880326-0137,194,0.0,0.0,0.0,0.0,0.987599252290033,0.0,0.0018796992481203006,0.0,0.1
AP891212-0076,113,0.5,0.3055555555555556,0.26666666666666666,0.05263157894736842,0.9955738933717245,0.0,0.003125,0.0,0.1
AP891212-0076,114,0.25,0.25,0.2,0.0,0.993928517369151,0.05032907471931861,0.0,0.7,0.0
AP881104-0104,111,0.5,0.125,0.12,0.0,0.9916497790597976,0.033482142857142856,0.08928571428571429,0.5,1.0
AP890202-0004,110,0.125,0.027777777777777776,0.1,0.0,0.9941272618932446,0.004651162790697674,0.010071367048111233,0.3,0.6
AP890414-0017,154,0.5,0.5,0.2625,0.0,0.9953575147062919,0.00871604938271605,0.011473544973544976,0.6,0.7
AP881027-0186,144,0.3333333333333333,0.41666666666666663,0.3132530120481928,0.0,0.9915497655113178,0.03571428571428571,0.003401360544217687,0.2,0.1
AP880601-0222,130,0.0,0.0,0.0,0.0,0.9934528200919551,0.00992063492063492,0.012922932330827069,0.4,0.6
AP880610-0043,118,0.0,0.0,0.0,0.05263157894736842,0.9940467148073701,0.0077861952861952854,0.006102693602693603,0.3,0.3
AP880610-0043,119,0.0,0.0,0.0,0.0,0.9929446634510574,0.012970711297071131,0.013966925682406853,0.4,0.5
AP880413-0234,199,0.0,0.0,0.0,0.0,0.9937150209756836,0.0,0.0,0.0,0.0
AP880713-0031,199,0.0,0.0,0.0,0.0,0.9908700068132947,0.0,0.0,0.0,0.0
AP880713-0031,185,0.0,0.0,0.0,0.0,0.988214239699973,0.0,0.07428571428571429,0.0,0.8
AP880713-0031,103,0.0,0.0,0.0,0.0,0.9889055802561643,0.0,0.0391053391053391,0.0,0.5
AP880713-0031,156,0.0,0.0,0.0,0.0,0.9911721060297519,0.0030303030303030303,0.020329485329485326,0.1,0.8
AP880411-0049,189,0.0,0.0,0.0,0.0,0.9893117611738237,0.0,0.006585861857970702,0.0,0.8
AP880223-0026,150,0.25,0.06666666666666667,0.09433962264150944,0.0,0.9756680522870245,0.007062146892655366,0.0423728813559322,0.3,1.0
AP890704-0109,110,0.25,0.20833333333333334,0.25,0.0,0.9951618889028966,0.004183585578934415,0.010071367048111233,0.3,0.6
AP890522-0296,139,0.125,0.047619047619047616,0.1016949152542373,0.0,0.993850275260105,0.0,0.005319148936170213,0.0,0.1
AP890522-0296,140,0.4,0.13333333333333333,0.1694915254237288,0.05263157894736842,0.9957534097501133,0.02,0.027999999999999997,0.1,0.2
AP890522-0296,155,0.3333333333333333,0.09166666666666667,0.15254237288135594,0.25,0.9965961019069155,0.0,0.0,0.0,0.0
AP881020-0180,178,0.0,0.0,0.0,0.0,0.9904555500540112,0.0,0.01111111111111111,0.0,0.1
AP880801-0121,180,0.0,0.0,0.0,0.05263157894736842,0.9963265181330813,0.010077519379844961,0.018604651162790697,0.3,0.4
AP881209-0034,160,0.0,0.0,0.0,0.0,0.9867094837461396,0.0,0.019230769230769232,0.0,0.1
AP891214-0098,197,0.0,0.0,0.0,0.0,0.9947830322971879,0.0,0.02040816326530612,0.0,0.2
AP891214-0098,193,0.0,0.0,0.0,0.0,0.9909144122405984,0.0,0.08333333333333333,0.0,1.0
AP891214-0098,151,0.0,0.0,0.0,0.0,0.992693704234405,0.0,0.07604166666666666,0.0,0.7
AP891021-0077,156,0.16666666666666666,0.06666666666666667,0.1111111111111111,0.0,0.9917035415218507,0.0,0.020329485329485326,0.0,0.8
AP881024-0053,189,0.0,0.0,0.0,0.0,0.9944302012601279,0.001417233560090703,0.006585861857970702,0.2,0.8
AP890901-0017,194,0.0,0.0,0.0,0.0,0.9922823213708484,0.0,0.0018796992481203006,0.0,0.1
AP880603-0173,172,0.0,0.0,0.0,0.0,0.9928277407551814,0.0,0.025,0.0,0.1
AP880603-0173,165,0.3333333333333333,0.3055555555555556,0.28888888888888886,0.0,0.993664000952196,0.0,0.12866666666666668,0.0,0.4
AP880603-0173,173,0.5,0.1,0.08888888888888889,0.05263157894736842,0.9939818551667683,0.04115450778012354,0.043295019157088124,0.9,0.9
AP880603-0173,125,0.2,0.05,0.08888888888888889,0.0,0.9942327477497818,0.031578947368421054,0.07368421052631578,0.4,0.7
AP890904-0045,199,0.0,0.0,0.0,0.0,0.9932252987444471,0.0,0.0,0.0,0.0
AP890904-0045,126,0.2,0.041666666666666664,0.06666666666666667,0.05263157894736842,0.9930021596903531,0.007662835249042145,0.01979565772669221,0.2,0.4
AP880622-0316,184,0.5,0.29166666666666663,0.22916666666666666,0.05263157894736842,0.9946953800339998,0.0,0.06150793650793651,0.0,0.5
AP880630-0145,149,0.0,0.0,0.0,0.0,0.9945723925595941,0.0,0.04145408163265306,0.0,0.3
AP890918-0032,195,0.125,0.028571428571428574,0.08333333333333333,0.0,0.9902030087046465,0.0,0.0,0.0,0.0
AP891122-0068,178,0.0,0.0,0.0,0.0,0.9944932673002375,0.0,0.01111111111111111,0.0,0.1
AP890205-0052,110,0.125,0.16666666666666666,0.16981132075471697,0.0,0.9941783406107605,0.003229974160206718,0.010071367048111233,0.2,0.6
AP890205-0052,180,0.2,0.05555555555555555,0.09433962264150944,0.17647058823529413,0.9966502627896154,0.012919896640826873,0.018604651162790697,0.3,0.4
AP880613-0034,157,0.0,0.0,0.0,0.0,0.9926244088279488,0.0,0.30416666666666664,0.0,0.7
AP890419-0092,113,0.0,0.0,0.0,0.0,0.991486510608227,0.0,0.003125,0.0,0.1
AP890419-0092,191,0.0,0.0,0.0,0.0,0.9950573212850353,0.023097112860892388,0.003937007874015748,0.4,0.1
AP880521-0028,133,0.0,0.0,0.0,0.0,0.9936973154709056,0.0,0.5213675213675214,0.0,0.7
AP880221-0034,166,0.0,0.0,0.0,0.0,0.9915455920428834,0.0,0.21929824561403505,0.0,0.5
AP890916-0040,162,0.0,0.0,0.0,0.0,0.9937515240953448,0.0,0.013257575757575756,0.0,0.2
AP880606-0073,151,0.0,0.0,0.0,0.0,0.9924497262953602,0.0,0.07604166666666666,0.0,0.7
AP890531-0230,155,0.16666666666666666,0.03125,0.06578947368421052,0.0,0.9933551095951614,0.0,0.0,0.0,0.0
AP880728-0157,148,0.16666666666666666,0.3333333333333333,0.14634146341463414,0.05263157894736842,0.9937026281911572,0.0011363636363636363,0.018506493506493506,0.1,0.5
AP890226-0022,166,0.2,0.027777777777777776,0.06779661016949153,0.0,0.9923559317031095,0.0,0.21929824561403505,0.0,0.5
AP880409-0174,144,0.0,0.0,0.0,0.0,0.9909106011879901,0.0,0.003401360544217687,0.0,0.1
AP880423-0081,185,0.0,0.0,0.0,0.1111111111111111,0.9950163731901486,0.0625283446712018,0.07428571428571429,0.7,0.8
AP880423-0081,103,0.0,0.0,0.0,0.0,0.993962499083085,0.08268398268398268,0.0391053391053391,0.6,0.5
AP880421-0011,118,0.5,0.0625,0.08,0.05263157894736842,0.9945755045957804,0.0029461279461279457,0.006102693602693603,0.2,0.3
AP880421-0011,138,0.0,0.0,0.0,0.0,0.9938476967677781,0.0,0.002777777777777778,0.0,0.1
AP880421-0011,119,0.25,0.041666666666666664,0.08,0.0,0.9935243899004234,0.0041841004184100415,0.013966925682406853,0.1,0.5
AP891020-0231,159,0.0,0.0,0.0,0.0,0.9893233566307301,0.0,0.55,0.0,0.3
AP890817-0039,154,0.0,0.0,0.0,0.0,0.9925615810488455,0.009790123456790123,0.011473544973544976,0.6,0.7
AP890325-0114,150,0.25,0.3333333333333333,0.18181818181818182,0.0,0.9929490546365285,0.018820621468926553,0.0423728813559322,0.6,1.0
AP880510-0175,138,0.0,0.0,0.0,0.0,0.9915859236620277,0.0,0.002777777777777778,0.0,0.1
AP891108-0064,172,0.0,0.0,0.0,0.0,0.994063816169722,0.0,0.025,0.0,0.1
AP891108-0064,173,0.5,0.5,0.19230769230769232,0.05263157894736842,0.9946317662725817,0.008210180623973726,0.043295019157088124,0.2,0.9
AP890810-0212,165,0.3333333333333333,0.1875,0.23529411764705882,0.0,0.9935712492833679,0.0,0.12866666666666668,0.0,0.4
AP891104-0133,195,0.125,0.07142857142857142,0.14814814814814814,0.0,0.9948183401561882,0.047726086048454464,0.0,0.8,0.0
AP891104-0133,105,0.0,0.0,0.0,0.0,0.9870552106229846,0.01038961038961039,0.0,0.2,0.0
AP890720-0241,190,0.0,0.0,0.0,0.0,0.9942247844479967,0.0,0.0,0.0,0.0
AP890720-0241,106,0.4,0.12222222222222223,0.13793103448275862,0.0,0.9945861406246153,0.10407801418439715,0.07109929078014185,0.6,0.5
AP890816-0057,192,0.6666666666666666,0.25,0.2077922077922078,0.0,0.9960242289789113,0.006052141527001862,0.026429901569566375,0.3,0.6
AP890816-0057,154,0.5,0.25,0.12987012987012986,0.0,0.9947031046718905,0.017565255731922396,0.011473544973544976,0.9,0.7
AP880618-0079,181,0.0,0.0,0.0,0.0,0.9885301048263938,0.0,0.02,0.0,0.1
AP880216-0127,127,0.0,0.0,0.0,0.0,0.9932339834795895,0.007070707070707069,0.00808080808080808,0.2,0.2
AP880216-0127,111,0.5,0.16666666666666666,0.13131313131313133,0.0,0.9930986689714183,0.0,0.08928571428571429,0.0,1.0
AP880418-0006,130,0.0,0.0,0.0,0.0,0.9945033197522953,0.024305555555555556,0.012922932330827069,0.7,0.6
AP880318-0173,115,0.16666666666666666,0.041666666666666664,0.09433962264150944,0.0,0.9947083001642186,0.020675105485232066,0.0,0.3,0.0
AP880706-0138,137,0.0,0.0,0.0,0.0,0.9910459335453291,0.0,0.12427983539094649,0.0,0.8
AP880706-0138,187,0.0,0.0,0.0,0.0,0.9934073074226688,0.0,0.0060090702947845805,0.0,0.3
AP880302-0232,180,0.0,0.0,0.0,0.05263157894736842,0.9944389958928893,0.007751937984496124,0.018604651162790697,0.1,0.4
AP890416-0082,192,0.6666666666666666,0.6666666666666666,0.3684210526315789,0.0,0.9961613136146966,0.039341136827170345,0.026429901569566375,0.8,0.6
AP880920-0161,146,0.0,0.0,0.0,0.0,0.9914930487534906,0.0,0.018368055555555558,0.0,0.8
AP891119-0020,110,0.0,0.0,0.0,0.0,0.9959131732300651,0.020424715967351625,0.010071367048111233,0.9,0.6
AP890313-0100,130,0.0,0.0,0.0,0.0,0.9896513198689677,0.02412280701754386,0.012922932330827069,0.6,0.6
AP891229-0168,189,0.25,0.16666666666666666,0.109375,0.0,0.9942517486009619,0.0021541950113378684,0.006585861857970702,0.3,0.8
AP880929-0138,143,0.0,0.0,0.0,0.0,0.993202316445576,0.024383060515873016,0.00390625,0.7,0.1
AP880825-0236,108,0.3333333333333333,0.05555555555555555,0.07142857142857142,0.0,0.9958714007364289,0.02347180006754475,0.0070921985815602835,0.4,0.2
AP880825-0236,141,0.2,0.4,0.2857142857142857,0.0,0.9939957120862101,0.03257575757575757,0.007575757575757575,0.3,0.1
AP890711-0158,193,0.0,0.0,0.0,0.0,0.9925470263917765,0.06574074074074074,0.08333333333333333,0.8,1.0
AP880908-0152,194,0.0,0.0,0.0,0.0,0.9910195928497191,0.0,0.0018796992481203006,0.0,0.1
AP891107-0244,189,0.0,0.0,0.0,0.0,0.9945372082913102,0.0011337868480725624,0.006585861857970702,0.1,0.8
AP880420-0258,187,0.0,0.0,0.0,0.0,0.9934115377464792,0.0,0.0060090702947845805,0.0,0.3
AP880215-0223,134,0.0,0.0,0.0,0.0,0.9915780031898047,0.0,0.75,0.0,0.6
AP880215-0223,198,0.14285714285714285,0.03125,0.06741573033707865,0.05263157894736842,0.9936782177608653,0.007675438596491227,0.06765873015873015,0.2,0.8
AP880215-0223,135,0.14285714285714285,0.025,0.06741573033707865,0.0,0.9921605924853553,0.0033333333333333335,0.03166666666666667,0.1,0.3
AP881104-0070,199,0.0,0.0,0.0,0.0,0.9894506338972546,0.0,0.0,0.0,0.0
AP881029-0101,156,0.0,0.0,0.0,0.0,0.9911052277485899,0.0030303030303030303,0.020329485329485326,0.1,0.8
AP880226-0220,186,0.0,0.0,0.0,0.0,0.990417130542115,0.0,0.023255813953488372,0.0,0.1
AP880226-0220,185,0.16666666666666666,0.06666666666666667,0.08602150537634409,0.0,0.9911407982608342,0.009523809523809525,0.07428571428571429,0.1,0.8
AP880226-0220,103,0.5,0.1,0.08602150537634409,0.0,0.9910286011124785,0.0,0.0391053391053391,0.0,0.5
AP890817-0173,159,0.3333333333333333,0.3333333333333333,0.14285714285714285,0.0,0.9944617092543824,0.0,0.55,0.0,0.3
AP890227-0287,147,0.0,0.0,0.0,0.0,0.9910258356538935,0.021068738229755177,0.018361581920903952,0.4,0.3
AP880617-0289,142,0.0,0.0,0.0,0.0,0.9920686378973721,0.012282690854119423,0.007227891156462584,0.5,0.3
AP880617-0289,108,0.0,0.0,0.0,0.0,0.995796933727888,0.0017730496453900709,0.0070921985815602835,0.1,0.2
AP880617-0289,141,0.2,0.3,0.37037037037037035,0.05263157894736842,0.9945385482224437,0.0,0.007575757575757575,0.0,0.1
AP880726-0143,152,0.0,0.0,0.0,0.0,0.9922394726054568,0.0,0.008360128617363344,0.0,0.4
AP890703-0148,156,0.0,0.0,0.0,0.0,0.9909522748388995,0.0,0.020329485329485326,0.0,0.8
AP890301-0238,172,0.0,0.0,0.0,0.0,0.9949134678171927,0.0,0.025,0.0,0.1
AP890301-0238,173,0.5,0.5,0.19230769230769232,0.05263157894736842,0.9963438110049895,0.02910704511689733,0.043295019157088124,0.7,0.9
AP890301-0238,125,0.2,0.25,0.19230769230769232,0.05263157894736842,0.9959312304978376,0.006812865497076022,0.07368421052631578,0.3,0.7
AP880401-0284,189,0.0,0.0,0.0,0.0,0.9929439108518705,0.001927437641723356,0.006585861857970702,0.3,0.8
AP880421-0122,158,0.0,0.0,0.0,0.0,0.9820554296959614,0.0,0.0,0.0,0.0
AP880421-0122,156,0.0,0.0,0.0,0.0,0.9830073506010525,0.0,0.020329485329485326,0.0,0.8
AP891215-0105,134,0.0,0.0,0.0,0.0,0.9923453859943023,0.0,0.75,0.0,0.6
AP890524-0142,199,0.0,0.0,0.0,0.0,0.9953567530068114,0.0,0.0,0.0,0.0
AP880701-0042,188,0.0,0.0,0.0,0.0,0.9281401932709827,0.07036247334754797,0.1293117744610282,0.5,0.9
AP890308-0120,130,0.0,0.0,0.0,0.05263157894736842,0.9963276691148049,0.0314083820662768,0.012922932330827069,0.8,0.6
AP891113-0164,189,0.0,0.0,0.0,0.0,0.9935164565577589,0.0013605442176870747,0.006585861857970702,0.2,0.8
AP880614-0056,183,0.0,0.0,0.0,0.0,0.9910957414559801,0.01639344262295082,0.16393442622950818,0.1,1.0
AP880614-0056,165,0.16666666666666666,0.0625,0.125,0.0,0.9944680029665439,0.0,0.12866666666666668,0.0,0.4
AP890619-0215,192,0.6666666666666666,0.2619047619047619,0.17391304347826086,0.0,0.9953522270858427,0.013966480446927373,0.026429901569566375,0.4,0.6
AP891125-0082,129,0.0,0.0,0.0,0.0,0.9879338286827836,0.0,0.023952095808383235,0.0,0.4
AP891125-0082,149,0.0,0.0,0.0,0.0,0.9895422896431733,0.0,0.04145408163265306,0.0,0.3
AP891125-0082,114,0.0,0.0,0.0,0.0,0.9916025592339442,0.0530713640469738,0.0,0.7,0.0
AP880829-0248,141,0.3,0.29333333333333333,0.3291139240506329,0.25,0.9963892119857718,0.006493506493506493,0.007575757575757575,0.1,0.1
AP880310-0268,167,0.0,0.0,0.0,0.0,0.9918693342066629,0.0,0.030000000000000002,0.0,0.3
AP890126-0068,189,0.25,0.05555555555555555,0.05714285714285714,0.0,0.9876670246009716,0.0022675736961451248,0.006585861857970702,0.3,0.8
AP881213-0156,143,0.0,0.0,0.0,0.0,0.9839620185832334,0.021447172619047616,0.00390625,0.6,0.1
AP890621-0225,192,0.6666666666666666,0.4666666666666666,0.3263157894736842,0.1111111111111111,0.9963294057484177,0.0006983240223463687,0.026429901569566375,0.1,0.6
AP890621-0225,154,0.5,0.5,0.2631578947368421,0.05263157894736842,0.9951902230106193,0.00792063492063492,0.011473544973544976,0.6,0.7
AP890828-0248,195,0.25,0.11904761904761904,0.2222222222222222,0.0,0.9934442071857342,0.006578947368421052,0.0,0.1,0.0
AP890712-0145,189,0.0,0.0,0.0,0.0,0.9934722712333024,0.0011337868480725624,0.006585861857970702,0.1,0.8
AP890908-0081,151,0.0,0.0,0.0,0.0,0.9951000271952173,0.017499999999999998,0.07604166666666666,0.2,0.7
AP890919-0211,190,0.125,0.125,0.17333333333333334,0.0,0.9902330768807038,0.0,0.0,0.0,0.0
AP891220-0104,152,0.0,0.0,0.0,0.0,0.991717671272896,0.0,0.008360128617363344,0.0,0.4
AP890324-0215,197,0.0,0.0,0.0,0.0,0.9942682669313848,0.015873015873015872,0.02040816326530612,0.1,0.2
AP880604-0024,142,0.0,0.0,0.0,0.0,0.9930765889507955,0.008887235449735449,0.007227891156462584,0.5,0.3
AP880604-0024,143,0.0,0.0,0.0,0.0,0.9911134435505461,0.012090773809523808,0.00390625,0.5,0.1
AP881124-0125,110,0.5,0.42407407407407405,0.4090909090909091,0.0,0.993958735826169,0.021587506665026044,0.010071367048111233,0.9,0.6
AP890428-0011,143,0.0,0.0,0.0,0.0,0.9892883207426868,0.009765625,0.00390625,0.4,0.1
GX007-93-12310235,726,0.0,0.0,0.0,0.0,0.45764867400293724,0.0007017543859649123,0.031578947368421054,0.1,0.9
GX009-91-3983369,718,0.6666666666666666,0.6666666666666666,0.56,0.0,0.9828878755265031,0.0026066990815775256,0.009857605927297985,0.4,0.8
GX011-80-1074652,714,0.5,0.5,0.40540540540540543,0.0,0.8985160001849966,0.00234192037470726,0.05199063231850118,0.1,0.4
GX010-11-11242343,804,0.5,0.5,0.2878787878787879,0.0,0.9641050581530745,0.04152046783625731,0.013776106934001671,0.8,0.6
GX244-55-7689023,796,0.0,0.0,0.0,0.1111111111111111,0.9671180594348846,0.015616362631288003,0.01847311063728974,0.5,0.7
GX058-10-5669493,791,0.0,0.0,0.0,0.1111111111111111,0.9904155434499898,0.033783783783783786,0.07577220077220077,0.4,0.7
GX037-41-11641254,720,0.6666666666666666,0.6666666666666666,0.3125,0.0,0.9765001027124292,0.00338680926916221,0.0037433155080213907,0.3,0.4
GX244-07-12005999,788,0.0,0.0,0.0,0.05263157894736842,0.972803073292471,0.055944055944055944,0.04835997335997335,0.8,0.8
GX239-77-15534054,725,0.4,0.073015873015873,0.1232876712328767,0.0,0.8062964854214348,0.0034228541337546076,0.004079214624238321,0.2,0.3
GX162-40-16201712,716,0.0,0.0,0.0,0.0,0.8918690426119971,0.0,0.0030303030303030303,0.0,0.1
GX005-53-8274005,728,0.3333333333333333,0.1,0.10084033613445378,0.0,0.9639784451911145,0.0037325161087537325,0.013786080989051286,0.4,0.9
GX004-85-15927668,736,0.0,0.0,0.0,0.0,0.9639087714013795,0.0021141649048625794,0.021141649048625793,0.1,1.0
GX255-80-12989449,734,0.0,0.0,0.0,0.0,0.9431686701265308,0.009382716049382716,0.009561042524005487,0.4,0.6
GX012-07-7065390,748,0.3333333333333333,0.16666666666666666,0.12631578947368421,0.0,0.9461003148803231,0.001717032967032967,0.013770604395604394,0.2,0.6
GX056-58-7243426,839,0.6666666666666666,0.17777777777777778,0.25,0.05263157894736842,0.9681259258050414,0.022287522603978302,0.02661911459379814,0.7,0.8
GX002-31-7845435,744,0.0,0.0,0.0,0.0,0.9773477419176885,0.0,0.0,0.0,0.0
GX019-34-11505888,716,0.0,0.0,0.0,0.0,0.9580491610173723,0.07916666666666666,0.0030303030303030303,0.6,0.1
GX263-35-6742201,723,0.0,0.0,0.0,0.0,0.9138332845873263,0.0,0.06945900684432794,0.0,0.9
GX248-61-4740968,767,0.0,0.0,0.0,0.0,0.9154269538679023,0.001941747572815534,0.0058830328247803975,0.1,0.6
GX028-51-7031655,756,0.0,0.0,0.0,0.05263157894736842,0.9820809209104864,0.009259259259259259,0.013678451178451179,0.4,0.7
GX182-30-10232398,717,0.0,0.0,0.0,0.0,0.8597248953053973,0.0,0.0186219739292365,0.0,1.0
GX025-50-13449872,751,0.0,0.0,0.0,0.0,0.9468370798077618,0.0,0.023376623376623374,0.0,0.4
GX043-24-11458081,741,0.0,0.0,0.0,0.0,0.8851300928929218,0.010526315789473684,0.0,0.1,0.0
GX047-87-9197196,820,0.3333333333333333,0.041666666666666664,0.06060606060606061,0.0,0.9475602409195895,0.03028492367572827,0.0210727969348659,0.9,0.7
GX099-91-1066558,843,0.0,0.0,0.0,0.0,0.839364307864276,0.0,0.09523809523809523,0.0,0.6
GX051-11-11608435,757,0.0,0.0,0.0,0.0,0.9590341530276237,0.003150057273768614,0.007230813287514319,0.2,0.6
GX248-12-6205349,789,1.0,0.4761904761904762,0.33490566037735847,0.05263157894736842,0.9342896723509888,0.046948356807511735,0.012519561815336462,1.0,0.4
GX000-41-7085133,712,0.0,0.0,0.0,0.0,0.9287620795074716,0.0,0.024154589371980676,0.0,1.0
GX238-51-14158726,712,0.5,0.0625,0.075,0.17647058823529413,0.9779080350781495,0.012098382025918258,0.024154589371980676,0.7,1.0
GX010-22-12488512,756,0.0,0.0,0.0,0.05263157894736842,0.9784587737288422,0.025252525252525252,0.013678451178451179,1.0,0.7
GX013-29-16065442,749,0.0,0.0,0.0,0.0,0.4855302513127808,0.0,0.004139433551198257,0.0,0.2
GX039-61-13743625,756,0.0,0.0,0.0,0.0,0.9539443610176478,0.0,0.013678451178451179,0.0,0.7
GX038-08-1047355,759,0.0,0.0,0.0,0.0,0.9603007732497926,0.0,0.01672771672771673,0.0,0.3
GX241-06-4201661,736,0.0,0.0,0.0,0.0,0.9854591702400438,0.007955803886036445,0.021141649048625793,0.6,1.0
GX269-69-7323852,717,0.0,0.0,0.0,0.0,0.8929485239967084,0.0015518311607697081,0.0186219739292365,0.2,1.0
GX028-26-7874309,824,0.0,0.0,0.0,0.0,0.9401248297823055,0.024657534246575342,0.0207425527288541,0.9,0.9
GX039-10-5518006,832,0.6666666666666666,0.4166666666666667,0.2619047619047619,0.0,0.9536952039119717,0.006825952797931782,0.011753259388986182,0.6,0.8
GX095-39-11484782,713,0.0,0.0,0.0,0.05263157894736842,0.9417910372891671,0.0,0.001231284475965327,0.0,0.2
GX012-70-1701308,701,0.25,0.03125,0.06666666666666667,0.0,0.9664279875617917,0.0,0.008710801393728223,0.0,0.3
GX059-58-1690569,726,0.0,0.0,0.0,0.1111111111111111,0.9466917309726367,0.004093567251461988,0.031578947368421054,0.2,0.9
GX041-11-8127547,732,0.3333333333333333,0.16666666666666666,0.1388888888888889,0.0,0.8720110152964375,0.006598749710581153,0.014041959301278589,0.5,0.9
GX045-70-1117628,819,0.0,0.0,0.0,0.0,0.9281951262949316,0.0,0.0684931506849315,0.0,1.0
GX271-30-5088287,830,0.0,0.0,0.0,0.0,0.8745651838547008,0.0,0.003448275862068966,0.0,0.1
GX008-69-13596389,705,0.25,0.25,0.21875,0.0,0.9618442409343443,0.047238855622089154,0.015730443874156445,0.8,0.5
GX062-64-5997432,770,0.0,0.0,0.0,0.0,0.8956118078516088,0.006624605678233438,0.018739672525161483,0.4,0.7
GX181-71-0463042,799,0.0,0.0,0.0,0.0,0.8822762034923638,0.0,0.02062481043372763,0.0,0.5
GX237-83-3259184,754,0.3333333333333333,0.1111111111111111,0.09230769230769231,0.0,0.9492861449358737,0.003812056737588652,0.004343971631205674,0.3,0.4
GX249-32-15302501,794,0.0,0.0,0.0,0.0,0.8628123369994974,0.0,0.002008032128514056,0.0,0.1
GX268-52-2344040,706,0.25,0.027777777777777776,0.072,0.0,0.9024990836794466,0.0012296881862099253,0.006399397703745529,0.2,0.3
GX005-66-14275144,775,0.0,0.0,0.0,0.0,0.8936470482131562,0.011677598886901213,0.006016270551154272,0.7,0.5
GX042-57-4197908,824,0.0,0.0,0.0,0.05263157894736842,0.9581809572230356,0.0273972602739726,0.0207425527288541,1.0,0.9
